Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Ordered_Date_Year,Ordered_Date_Month,Ordered_Date_Day,Time_OrderPicked_hours,Time_OrderPicked_mins,Time_Orderd_hours,Time_Orderd_mins,Time_taken (min),Distance_covered
22.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Urban,2022,3,8,22,5,21,55,36,10.867473945951692
38.0,4.8,Sunny,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,10,21,35,21,30,16,13.612393202818852
21.0,4.7,Sunny,High,2,motorcycle,0.0,No,Metropolitian,2022,3,24,13,35,13,30,18,6.147215320061788
38.0,4.5,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,23,22,40,22,25,20,12.100079055614344
23.0,4.6,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,24,19,30,19,20,13,4.656649028065795
32.0,4.8,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,2022,3,15,10,45,10,40,28,3.064002956584147
33.0,4.2,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,3,21,35,21,25,31,4.590771505102241
31.0,4.8,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,2,15,10,55,10,45,20,2.984613247240924
27.0,4.7,Fog,Medium,1,motorcycle,1.0,No,,2022,3,10,18,5,17,55,29,12.434914295120448
32.0,4.3,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,1,9,5,8,55,30,1.520309052937885
35.0,4.0,Fog,High,1,scooter,1.0,No,Metropolitian,2022,4,1,19,35,11,50,37,1.5725337292863206
23.0,4.2,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,14,19,20,19,10,40,16.660097204546265
25.0,4.6,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,26,19,35,17,55,23,4.610390241501909
39.0,5.0,Sandstorms,High,1,motorcycle,1.0,No,Metropolitian,2022,2,15,11,50,11,40,33,1.5263928791727877
25.0,3.4,Sunny,Low,2,scooter,1.0,No,Urban,2022,3,2,19,35,22,55,34,12.419803337139523
27.0,4.2,Fog,Jam,2,motorcycle,0.0,No,Urban,2022,2,18,20,20,20,10,32,16.365721535926983
31.0,4.6,Cloudy,Low,2,motorcycle,0.0,No,Metropolitian,2022,3,3,8,25,8,15,19,3.040570257157668
32.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,28,18,25,18,10,29,7.762499175710356
33.0,4.5,Fog,Low,2,motorcycle,1.0,No,Metropolitian,2022,4,2,23,25,23,20,35,12.098714903153644
34.0,4.8,Sunny,Low,2,scooter,1.0,No,Metropolitian,2022,3,12,22,40,22,30,18,13.83000931143171
24.0,4.8,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,20,18,10,19,35,26,13.61082462242586
37.0,3.6,Stormy,Medium,1,motorcycle,1.0,No,Urban,2022,3,20,18,25,18,15,34,10.64228895373868
29.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,4,20,25,20,20,36,12.464066309794568
33.0,4.7,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,25,22,5,21,55,35,10.868240116750805
23.0,4.3,Cloudy,Jam,2,scooter,2.0,No,Metropolitian,2022,3,20,20,5,19,35,40,12.41960204102968
26.0,4.8,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,6,17,55,17,50,29,12.07428194576936
36.0,4.8,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,2022,2,18,19,35,19,35,28,10.569566051096942
35.0,4.1,Cloudy,Jam,0,motorcycle,1.0,No,Urban,2022,3,13,19,30,19,15,31,7.772038818805718
26.0,4.7,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,16,20,45,20,40,16,13.40635545530559
31.0,4.6,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,9,19,35,16,45,28,6.128804224238058
,,,,3,electric_scooter,0.0,No,Metropolitian,2022,4,3,10,10,19,35,16,1.5126165219141463
,,Windy,Low,2,scooter,1.0,No,Urban,2022,3,14,22,35,19,35,16,20.18348136584519
32.0,4.9,Fog,Low,0,motorcycle,1.0,No,Urban,2022,3,21,9,40,9,35,21,3.0184094452114865
21.0,4.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,2022,3,6,20,5,19,55,37,17.072871906399556
31.0,5.0,Fog,Jam,2,scooter,0.0,No,Metropolitian,2022,4,6,19,40,19,25,42,20.253748386838097
22.0,4.6,Windy,Medium,1,scooter,0.0,No,Urban,2022,3,23,17,25,17,10,16,10.641581256626232
21.0,4.9,Stormy,Low,1,scooter,1.0,No,Metropolitian,2022,3,29,23,30,23,25,16,14.15280068944862
21.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,17,22,40,22,25,19,4.717601092054723
20.0,4.2,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,8,20,5,19,50,37,12.463861442061557
25.0,4.7,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,4,4,17,55,17,40,24,10.866360907886408
30.0,4.6,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,20,21,15,21,10,25,10.881199561003374
24.0,4.7,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,5,16,15,19,35,26,6.210098947886509
26.0,4.9,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,16,19,35,19,20,25,16.660097204546265
36.0,4.7,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,15,9,40,9,35,20,3.116247995629968
26.0,4.9,Stormy,Jam,2,scooter,0.0,No,Metropolitian,2022,3,24,20,35,20,20,10,7.761199672759851
32.0,4.8,Stormy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,3,12,19,50,19,45,38,12.58026782240096
23.0,4.8,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,24,19,10,18,55,10,7.790424984867288
38.0,4.9,Cloudy,Low,2,scooter,0.0,No,Metropolitian,2022,3,19,9,5,8,50,15,3.116247995629968
34.0,5.0,Sandstorms,Low,2,motorcycle,,No,Metropolitian,2022,4,6,23,40,23,35,24,13.77113289483828
25.0,4.6,Cloudy,High,2,scooter,1.0,No,Metropolitian,2022,3,26,11,55,11,40,30,2.980249384918756
27.0,4.8,Windy,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,25,19,35,20,45,27,17.076790574743715
21.0,4.6,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,2,19,35,21,45,28,17.13921974225849
22.0,4.6,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,29,19,55,19,40,34,16.902993744245755
38.0,4.8,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,20,19,35,23,55,25,20.20634606758301
33.0,4.4,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,5,21,55,21,40,32,9.348206267361393
26.0,4.4,Stormy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,13,12,5,19,35,33,1.5581570033504792
22.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,6,20,15,19,35,28,16.38508523506451
34.0,4.3,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,13,17,15,17,10,31,9.08793706801597
39.0,4.6,Sandstorms,Medium,1,scooter,1.0,No,Urban,2022,3,24,15,45,15,30,26,6.1288740968464825
29.0,4.8,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,25,18,55,18,40,30,13.829314445199351
24.0,5.0,Windy,Low,1,scooter,0.0,No,Metropolitian,2022,4,4,23,55,23,50,15,12.29272274148856
23.0,4.9,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,2022,4,5,8,25,8,20,10,3.040666798077057
24.0,4.8,Stormy,High,0,motorcycle,0.0,No,Urban,2022,2,15,11,25,11,15,24,1.4883285022949022
32.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,7,19,35,20,45,27,8.938093974530164
29.0,4.7,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,2022,3,14,19,5,18,55,23,12.257118233178144
30.0,4.9,Sunny,Medium,1,scooter,0.0,No,Metropolitian,2022,3,2,17,35,17,30,29,10.427575355310204
28.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,23,22,15,19,35,33,16.72211837577326
34.0,4.1,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,7,22,50,22,45,32,9.220550607824231
30.0,5.0,Sunny,Medium,1,scooter,0.0,No,Metropolitian,2022,4,1,16,35,16,20,16,6.2101379656240985
30.0,4.3,Cloudy,Jam,1,scooter,2.0,No,Metropolitian,2022,3,29,20,15,19,35,37,10.565936169903516
30.0,4.5,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,4,19,25,19,15,21,16.901690663165983
37.0,4.3,Windy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,11,19,35,10,50,24,3.025149285677504
31.0,4.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,2022,4,5,20,35,20,25,33,7.790156595702848
28.0,4.7,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,2022,3,11,13,55,13,45,20,6.209250269756872
22.0,4.6,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,2022,4,5,16,45,16,30,19,6.290134677634678
22.0,4.6,Stormy,Low,2,scooter,1.0,No,Metropolitian,2022,3,10,23,35,23,25,18,13.413644078076244
28.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,6,20,15,20,10,31,12.419709768770852
32.0,4.9,Windy,High,1,scooter,,No,Metropolitian,2022,2,17,14,20,14,10,26,6.242426324082786
22.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,6,21,30,21,15,38,19.3626986679347
37.0,4.4,Cloudy,High,2,electric_scooter,0.0,No,,2022,3,9,19,35,14,45,36,6.116387229265562
35.0,4.6,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,28,18,10,19,35,32,4.657649165910802
23.0,4.7,Windy,Low,1,scooter,1.0,No,Metropolitian,2022,3,12,22,45,22,35,18,10.564981870374336
26.0,4.7,Sandstorms,Jam,2,scooter,0.0,No,Metropolitian,2022,3,27,22,15,19,35,20,20.181161774852512
38.0,4.3,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,11,18,35,18,30,35,7.651064458530381
32.0,4.6,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,2022,3,15,9,45,9,35,20,1.4901739564930154
20.0,4.7,Fog,Low,1,motorcycle,0.0,No,Metropolitian,2022,2,15,9,20,9,10,17,2.996194246947018
31.0,4.0,Cloudy,Jam,1,motorcycle,1.0,Yes,Metropolitian,2022,3,18,22,5,21,55,43,12.293745665244252
25.0,4.2,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,18,19,15,19,35,39,10.641604779432296
34.0,4.6,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,4,19,45,19,35,36,13.970572124439776
31.0,4.9,Cloudy,Jam,0,motorcycle,3.0,No,Semi-Urban,2022,3,14,21,25,21,15,49,17.076790574743715
34.0,4.8,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,3,6,19,35,23,50,27,12.239035527316306
25.0,4.7,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,10,21,30,21,20,24,12.256046315965444
29.0,4.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,11,10,35,10,25,28,3.088342782183871
20.0,4.6,Fog,Low,2,motorcycle,0.0,No,Metropolitian,2022,2,13,19,35,23,45,14,9.435201537430713
38.0,4.3,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,3,31,21,45,21,30,53,16.636744591831217
36.0,4.4,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,2022,3,28,11,35,11,20,48,1.5147873459323735
22.0,4.6,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,3,5,9,50,9,45,19,3.05960707159485
30.0,4.7,Sandstorms,Jam,0,motorcycle,2.0,No,Urban,2022,3,28,20,45,20,30,40,4.657597469270872
26.0,4.7,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,28,19,5,18,55,22,4.469362226704516
35.0,4.9,Sunny,High,1,motorcycle,1.0,No,Metropolitian,2022,3,30,12,5,19,35,16,1.5324173514302288
32.0,4.9,Windy,High,0,motorcycle,,No,Urban,2022,4,5,11,40,11,35,30,3.040688634015558
27.0,4.5,Sandstorms,Low,0,motorcycle,1.0,No,Urban,2022,3,2,22,55,22,50,18,16.903843893839564
39.0,4.6,Windy,Medium,2,motorcycle,0.0,No,Metropolitian,2022,3,29,18,45,18,40,20,19.68840740892438
33.0,4.6,Cloudy,Medium,0,motorcycle,3.0,Yes,Metropolitian,2022,3,29,17,30,17,25,45,10.756383853403822
27.0,4.6,Stormy,High,0,motorcycle,0.0,No,Metropolitian,2022,3,21,11,40,11,25,26,1.5147814055665174
35.0,4.3,Fog,Jam,2,scooter,2.0,No,Urban,2022,2,18,19,30,19,15,35,20.55631006310946
20.0,4.6,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,2022,3,3,18,5,17,50,28,4.596439723177665
37.0,4.5,Fog,Medium,0,motorcycle,2.0,Yes,,2022,3,25,17,30,17,25,45,12.07428194576936
22.0,4.5,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,18,19,35,19,35,23,10.683827860847892
34.0,4.9,Windy,Low,1,scooter,1.0,No,Urban,2022,3,17,10,45,10,35,21,3.105355545118864
31.0,4.8,Sunny,Low,1,scooter,0.0,No,Metropolitian,2022,4,1,23,25,23,20,18,9.315725653468126
39.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,2022,3,29,23,5,19,35,26,19.66599261171412
20.0,5.0,Cloudy,High,2,scooter,0.0,No,Metropolitian,2022,3,24,14,30,14,20,27,6.128627670485152
36.0,4.2,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,12,21,5,20,55,37,12.41848049973811
27.0,4.9,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,4,17,55,17,45,28,16.65990378949706
23.0,4.6,Cloudy,Low,2,electric_scooter,1.0,No,Urban,2022,3,11,10,30,10,15,10,3.0585736588579726
31.0,4.6,Sunny,High,2,electric_scooter,0.0,No,Metropolitian,2022,2,15,11,40,11,30,17,3.145067434621583
35.0,4.7,Windy,Low,1,scooter,0.0,No,Metropolitian,2022,3,29,23,55,23,45,22,12.417792351617557
35.0,4.3,Fog,High,1,motorcycle,,No,Metropolitian,2022,2,13,12,5,11,55,33,3.02684590942608
27.0,4.8,Sunny,Low,1,scooter,1.0,No,Metropolitian,2022,3,26,19,35,22,50,19,7.660840811905797
24.0,4.6,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,3,11,17,55,17,40,29,4.663493139918665
34.0,4.6,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,4,21,40,21,35,48,20.25305420828035
27.0,4.6,Sunny,Low,0,motorcycle,1.0,No,,2022,2,15,23,40,23,30,14,4.494156473629653
23.0,4.7,Windy,High,0,motorcycle,0.0,No,Metropolitian,2022,3,7,11,50,11,35,34,1.5522470243420694
26.0,4.7,Windy,High,1,motorcycle,0.0,No,Urban,2022,2,15,14,45,14,40,10,6.290134677634678
33.0,4.3,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,2,18,21,20,21,15,35,10.279728368312057
36.0,4.5,Cloudy,Medium,0,motorcycle,2.0,No,Metropolitian,2022,3,2,19,5,19,35,44,13.58314386669513
21.0,4.5,Fog,Jam,2,motorcycle,0.0,No,Metropolitian,2022,4,5,19,50,19,40,21,9.326651352175272
36.0,4.6,Windy,Medium,1,scooter,1.0,No,Metropolitian,2022,4,3,16,40,16,35,31,6.232373004507649
30.0,5.0,Sunny,High,0,motorcycle,1.0,No,Metropolitian,2022,3,5,13,45,13,30,29,6.146622187550208
27.0,4.1,Windy,Low,0,motorcycle,0.0,No,Urban,2022,3,3,8,25,8,15,16,1.5582406301371106
23.0,4.9,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,30,8,55,8,50,15,1.5545440228107197
22.0,4.6,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,15,10,25,10,10,19,1.5369113551350593
24.0,5.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,3,23,35,23,25,23,7.573429885020108
29.0,4.9,Sunny,Medium,1,scooter,1.0,No,Metropolitian,2022,3,9,18,30,18,20,18,4.657579589646204
29.0,5.0,Sandstorms,Jam,0,motorcycle,2.0,No,Urban,2022,3,27,20,10,19,35,39,12.099251698246317
23.0,4.6,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,6,19,15,19,10,34,14.15280068944862
24.0,4.8,Cloudy,Low,1,scooter,0.0,No,Urban,2022,4,1,19,35,23,45,14,9.121499067661926
33.0,4.2,Sunny,Jam,1,scooter,1.0,No,Metropolitian,2022,3,29,19,40,19,25,33,10.906412696832646
20.0,4.6,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,4,3,17,10,19,35,15,6.290134677634678
21.0,4.6,Sunny,Medium,2,scooter,0.0,No,Urban,2022,2,17,18,5,19,35,12,7.54997184471634
35.0,5.0,Cloudy,Medium,0,motorcycle,0.0,No,,2022,3,24,18,10,19,35,26,9.17624749258827
31.0,4.8,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,9,18,45,18,30,36,4.65715978228187
20.0,4.7,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,2022,4,5,23,35,23,20,19,7.790122649763986
22.0,4.4,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,23,17,20,17,10,35,19.359307695550992
33.0,4.9,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,2,18,23,15,23,10,18,12.079886418819733
22.0,4.6,Windy,Medium,1,scooter,1.0,No,Metropolitian,2022,2,14,18,55,18,50,18,11.746710796659002
25.0,4.1,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,4,2,20,45,20,40,38,13.788169484007303
27.0,4.9,Stormy,Medium,1,scooter,0.0,No,Metropolitian,2022,4,5,17,35,17,25,20,7.546888128063204
24.0,4.4,Fog,Jam,1,scooter,1.0,No,Metropolitian,2022,3,27,20,15,20,10,41,10.865882927764757
22.0,4.6,Fog,High,1,scooter,0.0,No,Metropolitian,2022,3,1,12,45,12,30,25,6.116387229265562
35.0,4.9,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,2022,4,4,20,30,20,15,28,14.15280068944862
36.0,4.8,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,2,19,40,19,35,37,13.584306064167167
31.0,4.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,21,18,5,17,50,34,9.435201537430713
33.0,5.0,Cloudy,Medium,0,motorcycle,2.0,Yes,Metropolitian,2022,3,14,17,25,17,10,48,19.76188040923094
20.0,5.0,Stormy,Jam,0,motorcycle,1.0,No,Urban,2022,4,5,19,50,19,35,24,7.862668167410368
21.0,4.9,Windy,Low,1,scooter,1.0,No,Metropolitian,2022,3,1,8,40,8,30,19,1.4901739564930154
39.0,4.6,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,8,19,35,19,35,27,10.756955716295083
36.0,4.4,Windy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,1,9,25,9,10,29,3.105091096509636
24.0,4.1,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,11,23,30,23,20,29,4.470346734255947
26.0,4.5,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,1,22,5,21,55,28,4.596336792438924
22.0,4.1,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,9,8,25,8,15,26,1.5125686168842198
36.0,4.6,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,2022,2,12,17,50,17,45,27,13.620357163029356
29.0,5.0,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,6,23,40,23,25,21,13.773737657079298
34.0,5.0,Windy,Medium,1,scooter,0.0,No,Metropolitian,2022,3,17,15,25,15,10,31,5.960345509794303
35.0,4.7,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,1,19,10,19,35,28,4.67433301643506
26.0,4.7,Sunny,Medium,1,scooter,1.0,No,Urban,2022,3,20,18,20,18,15,11,10.865084189986677
38.0,4.1,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,6,17,30,17,25,36,12.420728618905605
32.0,4.9,Sunny,Jam,1,scooter,1.0,No,Metropolitian,2022,2,11,21,25,21,20,16,7.3253631982374
27.0,4.5,Sunny,High,1,scooter,1.0,No,Urban,2022,3,28,19,35,11,45,19,1.4897343062370805
31.0,4.3,Fog,High,0,motorcycle,1.0,No,Metropolitian,2022,4,5,14,50,14,45,31,6.290134677634678
34.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,2,15,19,30,19,20,27,8.79025588198452
27.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,5,9,30,9,15,12,3.1047992381869647
30.0,4.1,Fog,Jam,2,electric_scooter,2.0,Yes,Metropolitian,2022,2,18,20,10,19,35,43,19.088943009469197
24.0,4.7,Cloudy,Low,1,scooter,0.0,No,Metropolitian,2022,3,18,23,50,23,45,21,17.138295790539786
23.0,4.9,Cloudy,Jam,1,motorcycle,0.0,Yes,Metropolitian,2022,3,8,19,35,19,55,44,10.427299400994952
30.0,4.2,Fog,Medium,2,scooter,2.0,No,Metropolitian,2022,2,14,18,45,18,30,35,16.78719178180431
26.0,4.6,Sandstorms,Medium,1,scooter,0.0,No,Urban,2022,3,25,18,5,17,55,21,17.076258901183188
31.0,4.6,Fog,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,9,22,30,22,20,28,9.22041869455818
28.0,4.7,Fog,Medium,2,motorcycle,1.0,No,Urban,2022,3,4,17,50,17,35,29,17.074904296042025
27.0,4.7,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,20,20,50,20,40,36,13.61116354777465
32.0,4.5,Sunny,Low,1,motorcycle,1.0,No,,2022,3,14,19,35,23,50,27,13.765934616154562
27.0,4.7,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,2022,3,5,8,45,8,40,14,1.5545625412407005
23.0,4.1,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,2022,3,12,21,15,21,10,39,10.88093543843387
20.0,4.7,Windy,Medium,0,motorcycle,1.0,No,Urban,2022,2,14,17,30,17,15,21,10.255928804012424
32.0,4.8,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,19,21,55,21,50,33,7.57343592001983
21.0,4.7,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,2022,3,2,19,45,19,30,20,20.851862908260973
26.0,4.7,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,2022,3,17,20,10,19,35,13,9.176379825815138
29.0,4.5,Fog,High,2,scooter,0.0,No,Metropolitian,2022,3,1,13,15,19,35,25,6.118745338337484
29.0,4.8,Sunny,Medium,1,scooter,0.0,No,Metropolitian,2022,3,29,17,50,17,35,13,13.76685500858734
32.0,4.8,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,11,15,40,15,35,30,6.209141643213009
29.0,4.9,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,2,15,21,50,21,45,13,7.802542492622378
22.0,4.6,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,2022,3,13,12,5,11,50,29,1.4899874085578333
31.0,4.9,Sunny,Low,2,scooter,1.0,No,Urban,2022,3,13,10,20,10,15,10,1.5323511358881128
32.0,3.6,Stormy,Jam,2,electric_scooter,1.0,Yes,Metropolitian,2022,3,6,19,50,19,35,43,12.25501434480783
34.0,4.5,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,31,23,5,22,50,25,16.852834881460105
37.0,4.7,Fog,Medium,1,motorcycle,1.0,No,Urban,2022,2,13,15,40,15,25,18,6.290134677634678
37.0,4.8,Sunny,Low,1,scooter,0.0,No,Urban,2022,4,5,19,35,10,50,10,1.5126917819914392
33.0,4.5,Sunny,High,2,electric_scooter,0.0,No,Metropolitian,2022,3,7,19,35,13,50,24,6.290134677634678
37.0,4.8,Fog,Low,1,motorcycle,1.0,No,Urban,2022,3,7,8,40,8,35,17,1.5125746930783428
32.0,4.5,Stormy,Low,1,motorcycle,1.0,No,Urban,2022,3,19,10,40,10,25,20,1.5127140854704322
32.0,4.9,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,12,18,55,18,50,37,12.234645517155796
23.0,4.8,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,28,17,15,19,35,26,6.209485214483087
22.0,4.6,Sunny,Jam,0,motorcycle,0.0,No,Urban,2022,2,12,21,45,21,30,15,16.15154834485934
36.0,4.1,Windy,Jam,0,motorcycle,2.0,Yes,,2022,3,31,21,55,21,50,52,17.09838536204264
25.0,4.5,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,8,23,35,23,20,24,11.00773476374462
27.0,4.5,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,14,17,15,17,10,26,12.292885177860324
,,,,3,motorcycle,1.0,No,Urban,2022,4,5,11,30,19,35,30,3.109059104393369
30.0,4.7,Fog,Low,1,motorcycle,1.0,No,Metropolitian,2022,4,1,10,15,19,35,18,1.52035659617055
36.0,4.8,Sunny,Medium,1,motorcycle,1.0,No,Urban,2022,3,18,18,30,18,20,19,19.76171176132034
23.0,4.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,7,19,30,19,15,36,8.938097379311301
28.0,4.6,Sandstorms,High,1,scooter,1.0,No,Metropolitian,2022,4,5,12,55,12,40,22,6.232189890723436
22.0,4.4,Windy,Low,0,motorcycle,0.0,No,Metropolitian,2022,4,5,10,25,10,15,19,1.5545511732988062
22.0,5.0,Sandstorms,Jam,2,electric_scooter,1.0,No,Urban,2022,4,4,19,55,19,50,25,20.18090860125022
21.0,4.9,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,29,19,55,19,45,27,16.721288103917214
24.0,4.8,Fog,Low,1,scooter,1.0,No,Metropolitian,2022,2,14,22,25,22,10,26,20.5069199439073
,,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,26,21,55,19,35,28,4.674153680097242
22.0,4.5,Fog,Low,2,scooter,0.0,No,Urban,2022,3,28,10,25,10,15,18,1.536828545242727
31.0,4.7,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,2022,3,5,9,10,19,35,27,1.5523457381463397
20.0,4.7,Fog,Jam,1,scooter,1.0,No,Metropolitian,2022,3,15,21,15,19,35,26,4.59595027478907
22.0,4.9,Stormy,Low,1,scooter,0.0,No,Urban,2022,3,26,19,35,23,45,14,4.596951629499115
26.0,5.0,Stormy,Medium,1,scooter,1.0,No,Metropolitian,2022,4,1,19,35,17,50,29,4.528164580408178
33.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,16,21,25,21,20,36,16.85270156392274
35.0,4.9,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,2,18,21,30,21,15,53,10.41706579035871
36.0,4.6,Sunny,Jam,2,scooter,0.0,No,Metropolitian,2022,3,2,19,45,19,40,24,13.989147573068443
